,Text,Topic 1,Topic 2,Spanish?,X.M.._twitter_id
625603,Had so much fun spinning records for the Houston Audiophiles this weekend. Big thanks to Joshuaâ€¦ https://t.co/R4orISkTSc ,6,,,8.99319E+17
198798,mood https://t.co/9V9UqpfwHU ,6,,,8.95E+17
1167136,What you have there my boy is a mf case ðŸ˜‚ðŸš”ðŸ¢ ,6,,,9.03453E+17
747051,Jarrett jus hung up in my face ðŸ™„ ,6,,,9.00511E+17
430889,@randlehagg1 YAYAYAYA ,6,,,8.97308E+17
1029959,@stephmescudi Don't matter if someone is in need of medical attention they need to get out there!! ,6,,,9.02421E+17
581,@afrodiziac80 @ArykanotErika Lol unfortunately my pencil is in no shape to scribble ,6,,,8.92902E+17
656170,Good morning from my 5th grader and Kindergartner. New school. New memories. ðŸ“šðŸŽâœï¸ðŸ‘§ðŸ½ðŸ‘¦ðŸ½â€¦ https://t.co/HMvahVeeSJ ,6,,,8.99627E+17
79139,@seren_sensei dancing on her Snapchat is something I didn't know I needed! Thank you sensei! ,6,,,8.93682E+17
1716453,Happy birthday broðŸ¤™ðŸ¾ @pj_byrd ,6,,,9.08925E+17
1052530,"Buh-Bye #Harvey ,don't let the door hit you on the way out! @TomKochABC13 @MelanieLawson13 @ArtRasconABC13 @HerzogWeather @KATonTV https://t.co/qfiddanyeB ",1,,,9.02611E+17
874944,Drinking a Houston Haze by @SpindleTap @ Casa de Anthony â€” https://t.co/mInCDUeMkP #photo ,6,,,9.016E+17
784939,Me: Mom bought stuff to make cookies. Dad: let's make them tonight and have a hurricane party ,6,,,9.00871E+17
1470401,No CondefedantðŸ”¥ðŸ”¥ ,6,,,9.06346E+17
513554,Not getting any sleep tonight ,6,,,8.98133E+17
231819,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/6wnEGt6cZ2 ,6,,,8.95334E+17
1878974,Charlie Gard s Parents Give Up Battle to Take Son to US https://t.co/RDb979XLxD ,6,,,8.89608E+17
202868,Yeaahhh https://t.co/4CSVswAgj4 ,6,,,8.95031E+17
65732,Eat a dick https://t.co/2ezKve1Zyj ,6,,,8.93572E+17
943552,ONLY IN TEXAS #prayfortexas https://t.co/YXZlnN8eOG ,1,,,9.01966E+17
1212648,"Pa'l descaro no hay nada... es contigo, paraco. ",6,,,9.03832E+17
1345568,I was so scared my car smelled like dank ,6,,,9.05144E+17
729326,Blessed to see another Day ðŸ™ðŸ¾ðŸ’¯ ,6,,,9.00358E+17
514584,#WorstMusicForAFuneral Wake Me Up  You Go Go! ,6,,,8.9816E+17
1049459,Ungrateful ass bitch ,6,,,9.02596E+17
155840,Fuck a bitch I feel in love with the dough if she ain't fucking Ima show ha to a dohðŸ˜ˆðŸ˜­ ,6,,,8.9459E+17
669117,Cameron and Brenda @ Cafe Mawal Clear Lake 1227 Bay Area Blvd https://t.co/AEpqCMHmJh ,6,,,8.99733E+17
1325705,Me looking at the TL https://t.co/9qfcXDcsdy ,6,,,9.04916E+17
1183964,Donation distribution at Stancil Park - Sept 1 &amp; Sept 2 https://t.co/BGmtpuPtPI ,6,,,9.0363E+17
1543650,#BoomerSooner https://t.co/hbMM9LAuTK ,6,,,9.0709E+17
1500601,@_Jonathan_Vega_ it was alright ,6,,,9.06695E+17
270006,@SportsMT The Texans are playing soft today at the low t Center ,4,,,8.9571E+17
1180180,"#USGS08072050 - San Jacinto Rv nr Sheldon, TXHeight: 15.86ft â–¼ (10ft)Flow: N/Acfshttps://t.co/iM5ZzHIew0 ",6,,,9.03564E+17
1106070,"#Repost @slimthuggaãƒ»ãƒ»ãƒ» @ Houston, Texas https://t.co/n7u8N8ai3C ",6,,,9.02971E+17
1842947,"ðŸ”ŠNew MusicðŸ”Š""Cloud 9"" Now available on iTunes, Spotify &amp; Tidal#wbsound #Cloud9â€¦ https://t.co/cJYqwoXGUE ",6,,,8.88065E+17
714952,@damydothedishes dude thats really nice. ,6,,,9.00175E+17
1811437,"Spontaneous #sundayfunday #bossanova (at @BarBoheme in Houston, TX) https://t.co/s8hvCvIKcS https://t.co/8nZdURnJlF ",6,,,8.86694E+17
671334,i know something that you don't know .. lol ,6,,,8.99752E+17
1769216,0366 unloading and breaking down a SDC on a Sunday for 6567. @chrlsmock @KristiW0704 @Tenney1R @Blake__Hailey @DarekPfenninger @jeff_w72 https://t.co/vfcNGS775Z ,6,,,9.09552E+17
1901339,"Lunch Date w/Mrs (@ Mongo Restaurant in Pearland, TX) https://t.co/nyCjaLCDVk ",6,,,8.90622E+17
1205425,What some Houston neighborhoods look like in the aftermath of receded #Harvey flood (others still have standing water)H/T @RakeshAgrawal https://t.co/leW6uqZmEe ,1,,,9.03789E+17
1649441,I love bossing Alexa around lmao ,6,,,9.08214E+17
1846721,@Drake @traeabn at the #HAW charity BBQ @ Emancipation Park https://t.co/Dm83OOCjon ,6,,,8.8818E+17
628089,my shit really need to come in I'm tired of playing lmao ,6,,,8.99341E+17
1298050,Sza in Houston sold out ðŸ˜­ðŸ˜­ ,6,,,9.0469E+17
1549840,Lmaoooo https://t.co/OVA1kXmGvO ,6,,,9.07209E+17
625866,"I'm at @IrishCowboyHou in Houston, TX https://t.co/xjHASlufXl ",6,,,8.99322E+17
341456,"Always try to be an organized person, no matter what you going through. ",6,,,8.96448E+17
629973,If a broke man laying pipe in ya... So why is our conversation about money.... ,6,,,8.99358E+17
1374038,@Checkoflores2 Nope. I hope we don't. ,6,,,9.05388E+17
802962,Moment of silence for the 10 sailors lost at sea during the collision of the USS John McCain ,6,,,9.01046E+17
1415205,This Hoe clean https://t.co/nRwP1rqKpA ,6,,,9.05814E+17
1078548,https://t.co/YEjV4t5AIR ,6,,,9.02736E+17
1867260,temperature down 87Â°F -&gt; 79Â°Fhumidity up 74% -&gt; 83%wind 6mph -&gt; 4mph ,6,5,,8.8905E+17
689698,Back to school day for @TomballISD! I'm so excited to meet my new students &amp; reconnect with my old ones #summersover #destinationexcellence ,6,,,8.9994E+17
1078335,My house as of todayðŸ˜¢ #FuckHarvey https://t.co/gLBMYuwc4h ,6,,,9.02735E+17
38740,Quiznos!? Yes I think so ,6,,,8.93279E+17
345086,ðŸ˜©ðŸ’€ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/2WZA7N9ArK ,6,,,8.96478E+17
467747,I'd like to see Conor McGregor beat Floyd Mayweather. Cast your vote now! #MayMac365 https://t.co/sEUlxVcm9V ,4,,,8.97666E+17
1403946,Damn right!!! https://t.co/ybACHV1lH6 ,6,,,9.05645E+17
845946,I'm ready to go to sleep tbh ,6,,,9.01328E+17
717954,Say what u want about Bron he is FIRST CLASS!!ðŸ’¯ðŸ’¯ #StriveForGreatnessðŸš€ https://t.co/zjMoPMma5N ,6,,,9.00192E+17
1323229,@GordonHughes @bilm @kevinhoctor @mattgemmell All this whisky talkâ€¦ cheers https://t.co/t916L1mI2A ,6,,,9.04902E+17
1778378,Really fine dab ðŸ˜© https://t.co/JW9gsGoQcZ ,6,,,9.09614E+17
670664,"Been in this class for 20 minutes, I ran over here in a freaking dress &amp; this TA isn't even here... wooooow ðŸ˜¤ðŸ˜¤ðŸ˜¤ðŸ˜¤ ",6,,,8.99746E+17
1731134,I real life just got fired like wow ðŸ˜‚ ,6,,,9.09152E+17
1054003,@Poppichilo @MeekMill @lildurk @gherbo @briscoeee__ @__iamsanny @fuegothewave ,6,,,9.02618E+17
1452602,Old ahhhh boi https://t.co/gYJVwt0nOM ,6,,,9.06192E+17
201424,"#tacotuesday special: fish tacos with fresh ancho Chile spice, avocado, onion, cilantro, limeâ€¦ https://t.co/SCy0EZYVZl ",6,,,8.9502E+17
1172551,Jodie get it ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/DQGttdycYh ,6,,,9.0348E+17
943127,#HurricaneHarvey https://t.co/VRczvtVfOU ,1,,,9.01965E+17
1847967,Thank you ðŸ˜‚ðŸ˜ https://t.co/T2Bq44nAos ,6,,,8.88213E+17
763426,promise to break everyone off before I break down. ,6,,,9.00695E+17
721198,HOW THE FUCK DID MY FISHBOWL FALL???? I DONT FUCKIN KNOW BUT I HAD THE WORST PANICK ATTACK IVE EVER FUCKIN HAD ,6,,,9.00211E+17
848663,i love when my power goes off 3 times in 5mins! ,6,,,9.01381E+17
1177342,It's so nice to be at home in my own bed again for the first night since last Thursday... What a week it was! ,6,,,9.03507E+17
590568,I've never laughed so hard omg ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ https://t.co/G1pvorao81 ,6,,,8.98935E+17
1659036,It's fall yall. My favorite time of the year. Time to start showing off some epic fallâ€¦ https://t.co/lbydLapRkM ,6,,,9.08377E+17
153867,G M @PaulyMcGillion @JoeFlanigan @torri_higginson @JewelStaite @gw27 @sophia_sog  https://t.co/Oj8k4OAFyc  @The_Cranberries ,6,,,8.94569E+17
1070879,Take me to the Daniel Caesar concert for my birthday so I know it's realâ˜ºï¸ ,6,,,9.027E+17
1631195,@Nessa_nicole98  https://t.co/Woph8Lc7TD ,6,,,9.08067E+17
1285131,@Gio_isntcoolyet @thinklingbill ðŸ¤“ ,6,,,9.04539E+17
671980,Y'all say that but I feel like it still happens https://t.co/ZdmrSuotmN ,6,,,8.99758E+17
1607992,Girl same :/ @sza girl get us some hook ups lmfao https://t.co/cuKcfskksb ,6,,,9.07789E+17
853526,I slept soooo good last night ðŸ˜© ,6,,,9.01461E+17
988330,I. Just. Want. To. Help. ðŸ˜­ ,6,,,9.02244E+17
1581893,For real ?? ðŸ˜­ https://t.co/whfvN6KPEO ,6,,,9.07495E+17
1891284,@k_pundir @ajitsinghpundir https://t.co/bxaH5v7jRp ,6,,,8.90158E+17
160733,Moeen Ali is on the path to greatness ,6,,,8.94628E+17
1342687,Can't tell me us trini gyals ain't winning ðŸ‡¹ðŸ‡¹ðŸŒ´ðŸŒ´ðŸŒ´ https://t.co/qquI5mggW3 ,6,,,9.05123E+17
46437,"Yeah just friends, it's called friends with benefitsDuh https://t.co/ZZpyASHlT2 ",6,,,8.93331E+17
965030,SOS Send my man everything but tiddies https://t.co/HQWr4Jn81i ,6,,,9.0205E+17
582377,@RiefLauren ðŸ’€ðŸ’€ðŸ’€ https://t.co/aOkOsCUf00 ,6,,,8.98779E+17
1169696,Christians spanish trash af lmfao ,6,,,9.03467E+17
1403471,Drinking a Weisstheimer by @8thWonderBrew @ The Branch â€” https://t.co/ClLudvfgXg ,6,,,9.05642E+17
144036,Nooo ðŸ˜¢  https://t.co/cPpSnnJYTI ,6,,,8.9441E+17
1906890,My last night hanging out with some one the best people in the world and I'm going to miss them while I'm goneâ¤ï¸@betsguerrero https://t.co/07YqVpYyep ,6,,,8.90801E+17
660804,Like today? Right now would be nice! ðŸ‘€ https://t.co/z5LLORb2Hl ,6,,,8.99672E+17
1283612,"I'm at @Texas_Borders Bar &amp; Grill in Katy, TX https://t.co/C1h9Ozcj7n ",6,,,9.0453E+17
594963,@GallitoVip @RodrigoParley uff estan carisimos ,6,,,8.98974E+17
1557699,So it looks like I'm Orlando bound Wednesday. We ride again right into the disaster area #los #z$ ,6,,,9.07294E+17
1403774,Sending out love and good luck to @j_rowd23 who's on his flight to New Mexico to be a bad A with his bow ðŸ˜œðŸ¹ðŸ¦Œ https://t.co/W7zXlPWT0p ,6,,,9.05644E+17
928963,Tell your grandpa I really appreciate him! ðŸ’› https://t.co/lWK9Wd3eXB ,6,,,9.019E+17
974658,With Cooper asking for another in Part 16 do you believe it shows his altruistic side to bring Dougie back? #AskKM @SHO_TwinPeaks ,6,,,9.02181E+17
1785440,@CoriAston @Fox26Houston That's what I thought too ,6,,,9.09735E+17
935584,@ReneCMugenzi it matches tested rotation curves at all orbits using no free parameters https://t.co/KCHp4iAKWI ,6,,,9.0193E+17
1690063,You make it feel right when you know that its wrong ,6,,,9.08688E+17
1659436,you're so gay https://t.co/kAhVfhlwLK ,6,,,9.0838E+17
465233,@_vyngn_ It was your first time meeting himðŸ’€ ,6,,,8.97652E+17
335904,Schwifty shall replace lit ,6,,,8.96402E+17
528672,I only have space and energy for things that are meant for me âœ¨âœ¨ðŸŒ¿ ,6,,,8.98287E+17
515029,The folks at chuys are celebrating the Green Chile with some great dishes.#greenchilefest Doâ€¦ https://t.co/Z7igppsy8D ,6,,,8.98167E+17
1661627,"Kameshia &amp; Byron got me spoiled manðŸ¤¦ðŸ¾â€â™€ï¸, when they tell me no I be like wym? ",6,,,9.08399E+17
1635402,And I'm in the process of being successful... https://t.co/nrkgNRgVnz ,6,,,9.08103E+17
418185,When did you turn into trey song? https://t.co/jFnYhQUwbo ,6,,,8.97222E+17
537615,That one friend that go bald headed and can't accept it ðŸ˜‚ðŸ˜‚ðŸ˜‚ nigga wear a hat every where https://t.co/gIQBAree1O ,6,,,8.98357E+17
1013203,So apparently you can't possibly be helping out if the rest of the world doesn't know you're helping out ,6,,,9.02351E+17
1177180,I'm officially back on my bullshit ðŸ¤§who wants to get cross faded and attempt suicide w me ,6,,,9.03506E+17
1586323,[21:51:54] 34.214.45.140:35721 &gt;&gt; :2375 (TCP:SYN) ,6,,,9.07608E+17
253875,ppl wonder why i be so cold... boyyyy! ,6,,,8.95495E+17
174231,Is Catch Me Outside on Apple Music yet?ðŸ™„ ,6,,,8.94738E+17
11346,@_GDPhil_ The bored Allison chronicles lol ,6,,,8.92971E+17
1273687,"I genuinely don't mind doing my schoolwork bc the topics interest me, but I still have a hard time getting the motivation !!! ",6,,,9.04454E+17
349747,Someone lost his first tooth today #helooksfunny #nomorebabyteethâ€¦ https://t.co/2nFdJZlEb0 ,6,,,8.96518E+17
827992,Just messing around with some random kick grooves https://t.co/SOZ1fU3Fq8 ,6,,,9.0123E+17
1708478,@1withthefather @theroccpastorj The way I just screamed!!!!! You're both wearing my shirts!!!!!! Thank you soooo much!!! ðŸ˜™ðŸ˜™ðŸ˜™ ,6,,,9.08856E+17
731491,"Accident cleared in #Downtown on 69 Eastex Fwy Inbound approaching I-45, stop and go traffic back to Lorraine, delay of 8 mins #traffic ",6,,,9.00381E+17
902558,talk about turned down ,6,,,9.01728E+17
815352,Ahh shit 4 day weekend https://t.co/srl5RLbWP7 ,6,,,9.0115E+17
1606203,Crying at the juniors who took DC English and don't have Milly haha rip ,6,,,9.07777E+17
727236,I look like a pillowcase lmfao ,6,,,9.0033E+17
996462,"@ThatdudeKevin22 That's cool, I guess. ",6,,,9.02279E+17
259844,I pass by College Park HS often and it upsets me how beautiful it is and the location. Legit out of the movies ,6,,,8.95555E+17
71723,"Free Cervical, Breast Cancer Screenings to Benefit Uninsured, Underinsurd Women https://t.co/lML5EGhrLP ",6,,,8.93624E+17
1351747,@DrunkAtdisney Happy Verlander Day https://t.co/8TuqqYTKCm ,6,,,9.05192E+17
206163,Munchies https://t.co/Nd455ioCSL ,6,,,8.95059E+17
1077647,Gold Alpinas still my shit âœ… ,6,,,9.02732E+17
1735164,What -a- game.. #FloridavsTennesse ,4,,,9.09193E+17
1241960,I really been high all day smh &amp; we still got so many grams left ,6,,,9.04127E+17
1461494,https://t.co/V6XRH0cBgX ,6,,,9.06271E+17
245842,Texans Special Teams in mid season form ðŸ™„ ,4,,,8.95444E+17
833429,Uh... something about Winter is Coming. I'm a bit late to the party. Ha! #GameOfThrones #Season1... Episode1  #HBO Go https://t.co/9ryENb7OMu ,6,,,9.01257E+17
1907101,hottie https://t.co/20fgzc3x4n ,6,,,8.90812E+17
1321380,"I lost myself in you, and I'm thankful for that because once you were gone it helped me recreate myself. ",6,,,9.04891E+17
99127,@mf_jalisiaaa bro ðŸ˜­ https://t.co/VR1kQEquhj ,6,,,8.93945E+17
1336070,Almost 2 hours on 59 this morning....that how you start your day #hellohouston ,6,,,9.05066E+17
1900387,"@DavZnn @business La EspaÃ±a Negra For Ever.., disfrute de su amargura... ",6,,,8.90586E+17
277630,"Every Thursday night at the all new ""Johnny B's Outlaw Saloon"" -- DJ Joey Texan presents Ladiesâ€¦ https://t.co/JXMXWNmnjU ",6,,,8.95775E+17
1632615,I thought I had class at 5 but it's actually 5:30 ,6,,,9.08081E+17
1151113,shoot your shot..ðŸ˜‚ cause ik iAint ,6,,,9.03348E+17
1018229,My patience is at an all time low right now. ,6,,,9.0237E+17
1304359,So y'all just gonna ignore the fact he can't spell hurricane https://t.co/5be0fzUict ,6,,,9.04757E+17
1114696,Opening bid is on the graphic. Bid in increments of $1.00. Let's bid BIG! #prayfortexasâ€¦ https://t.co/q6WKX4BTao ,6,,,9.0303E+17
1675437,Hightower kick off return by Ceasar for 60yds comes up empty after a fake FG kick ,4,,,9.08506E+17
985926,"@SheaSerrano ""Cajun navy"" is headed in from Louisiana if folks can't get ahold of 911 or need a boat. They have their own dispatch line. ",6,,,9.02235E+17
1808795,la niÃ±a me pide gelatoðŸ‘½ ,6,,,8.86598E+17
323667,whenever it's not fall or winter i'm always wishing that it could be fall or winter ,6,,,8.96218E+17
191516,@Deisaayy Told you lol ,6,,,8.94941E+17
31454,"Wow, this stings. https://t.co/wgt2DnVPRN ",6,,,8.93219E+17
680938,Enough Kodak for now. On to this Dave East ,6,,,8.99825E+17
939235,Mi mejor amigo es muy becerro ,6,,,9.01948E+17
1344077,For anyone who didn't already know: I'm a klutz ,6,,,9.05133E+17
1002208,THIS NEW ORLEANS VS HOUSTON SHIT IS GETTING ON MY LAST FUCKING NERVES. YALL ALL IGNORANT AF!!!!!!!!!!!!!!! ,6,,,9.02305E+17
873289,Ready for a break from #hurricaneharvey2017 and some @HoustonTexans pre-season football from NOLA ,4,,,9.0159E+17
955647,OMG ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ ,6,,,9.02009E+17
19288,My current mood!!!  It's only COWBOYS GAME DAY!!!  If you are aâ€¦ https://t.co/iYHPQfKDH5 ,6,,,8.93113E+17
1100336,Yo this man is doing all the right things https://t.co/dAcRKiWDj6 ,6,,,9.02936E+17
339524,I vote #TeenChoiceAwards2017  #ChoiceMaleWebstar  @bob @rob (aka) the two armpit mustards @GraysonDolan @EthanDolan  just trust me and vote https://t.co/RPwCeftnNL ,6,,,8.96432E+17
960561,Houston to beautiful of a city to go through something like this ðŸ˜­ðŸ˜­ðŸ˜­ but God gone come through fashoðŸ™ðŸ½ ,6,,,9.02028E+17
752975,Smile &amp; listen for the rest of his pitch lol. https://t.co/FBxniuqKmR ,6,,,9.0055E+17
1563991,@thatbihbibbins Im gone laugh and you ain't gone do shit girl. Gtf before I block youðŸ¤·ðŸ½â€â™€ï¸ ,6,,,9.07355E+17
1739146,I want fried chicken at my funeral! https://t.co/Ts1FcODXyk ,6,,,9.09227E+17
420403,People get so caught up in wanting closure. Like if you're good on your end fuck what they gotta say/do. ,6,,,8.97239E+17
73818,So let me get this ðŸ¤” POTUS been on the job 6 months &amp; is already taking a 2 wk vacay?!?!?! Wtf ,2,,,8.93642E+17
662833,1st day of school is over it's going to be hella stressful expensive &amp; tiring but thank god MY girl has me till the end and after #blessed ,6,,,8.99688E+17
669689,Wishing the happiest birthday to our good friend Greg Buda! ðŸŽ‰ Thank you so much for being a part of our lives! #happybirthday #2017eclipse https://t.co/IKsc3pm03s ,6,,,8.99738E+17
253368,Excited to see me huh ?? Your inspiration.... ik ik https://t.co/nQueQOFkCe ,6,,,8.95492E+17
465704,This has been a wild year for America ,6,,,8.97654E+17
397364,She got a photo with John Cena.https://t.co/zljknCpOm7 ,6,,,8.96974E+17
1822237,Doin 2 much ,6,,,8.87146E+17
778158,"En 90% cayÃ³ el arribo de buques a Puerto Cabello, segÃºn El CarabobeÃ±o https://t.co/6hBvEsSDTK. Eco Venezuela ",6,,,9.00823E+17
287246,Today was just wild yo. ,6,,,8.95845E+17
739833,Plzzzzssss don't send dick pics wtf is wrong with y'all. ,6,,,9.00451E+17
703670,I guess I can have a house warming party soon ,6,,,9.00098E+17
519713,"When these cowards are in a group, they have so much to say. But when you get them alone, they turn into complete chicken shits. Every time. https://t.co/duIVSSFUHu ",6,,,8.98215E+17
871433,Feel blessed to be able to buy my parents/family things I use to couldn't buy for them. ,6,,,9.01578E+17
138516,Me: oh man I'm fat.. I should fix that... Erick &amp; I: start laughing uncontrollably ,6,,,8.94376E+17
242591,Someone go to the gym w me tonight ðŸ¤‘ðŸ¤‘ðŸ¤‘ ,6,,,8.95422E+17
990586,I loose weight so fast when I donâ€™t eat ,6,,,9.02254E+17
1557419,"Milk, let's go. https://t.co/J1NlE3D9gi ",6,,,9.07292E+17
805884,Shoutout to all the nail shops &amp; liquor stores open during the hurricane ðŸ˜©ðŸ‘ŒðŸ¾MVPs ,1,6,,9.01086E+17
526502,I saw Annabelle: Creation last night and I was shooketh ,6,,,8.98269E+17
1695358,Trump admin to expand hunting access on public landshttps://t.co/jFJhzQWJ15 ,2,,,9.08737E+17
60284,@Cernovich @lachlan Just kidding. Other reasons for you ,6,,,8.93527E+17
1829913,"Not the dinner people care about @realDonaldTrump , it's the hour alone w your boss https://t.co/O6K6ysW7VT ",2,,,8.87478E+17
